,ID,target
204,ID_0R166D24ZS,2
205,ID_EAVM2PN4J4,0
206,ID_TAMQ21G610,2
207,ID_76CLUEPHLQ,0
208,ID_2ZQ8OL07NX,1
209,ID_FUQJRSKEOU,0
210,ID_VL4MOS1ZDO,0
211,ID_I47AZXCLIW,0
212,ID_E2YWQH93NR,0
213,ID_VDYTRUJ48I,2
214,ID_E53LW2CL4R,1
215,ID_1Z2YY6ODUQ,0
216,ID_KR70HUZSYV,0
217,ID_ZBEJHSRT72,1
218,ID_SAJKKPS553,0
219,ID_M81X1KGLMP,0
220,ID_24X4INGGA3,0
221,ID_X4NWOTF4NK,0
222,ID_I387RBR24I,1
223,ID_DD5474OW3W,0
224,ID_UP2VWPGNQ6,2
225,ID_PG69DGDFK4,1
226,ID_V67HTMMM11,1
227,ID_6WO9J3MUBY,0
228,ID_OXVYPF5ZEP,0
229,ID_2ERXAR9KWD,1
230,ID_28E5PRBV1B,0
231,ID_XRLG9QYK55,0
232,ID_E67KOF9X4X,0
233,ID_PXIMJW8FEY,0
234,ID_W9VNQCMP8I,0
235,ID_JRXF9RXI5E,0
236,ID_ZF4R2VW61I,0
237,ID_XYEDVYVOBA,1
238,ID_P6M392TGB1,1
239,ID_4SV4RU872Z,1
240,ID_A8P3U1K07D,0
241,ID_PKRER4GV9E,0
242,ID_TD8JKW178D,2
243,ID_F0LJEIVRCP,0
244,ID_9180P7F9KC,0
245,ID_OJT66KSIOG,0
246,ID_2D5JSXOOYZ,0
247,ID_E3XSEOGOOP,0
248,ID_A7U3GJN2U9,0
249,ID_GD1YOLXHQM,0
250,ID_DH83V4XBYS,0
251,ID_9TMN5NQBIR,0
252,ID_HOO5ZVGZYE,0
253,ID_7L4HSXH6DI,0
254,ID_UNHOI8P1B7,0
255,ID_WRWA35TVHP,1
256,ID_V0YKZY2B8C,0
257,ID_VMQ4MV3ZY5,0
258,ID_90GXH64L34,0
259,ID_C8RNNMH0FB,0
260,ID_6CI4WI59Z3,0
261,ID_D0978SNFS8,0
262,ID_W0O7OERPSV,0
263,ID_KEI80SZGNZ,0
264,ID_KZ10GALW1L,0
265,ID_64PE4XFCB7,0
266,ID_0JEYR028EH,0
267,ID_6SJG24V12Z,0
268,ID_GYICT4U34M,0
269,ID_C693YB4036,0
270,ID_3XGKQ1VN9U,2
271,ID_8N7CYU98BO,1
272,ID_1F4D7TLK1Z,0
273,ID_7G6KBM2B19,0
274,ID_GS5E9GIEO9,1
275,ID_CLHL0WEZ93,0
276,ID_0456Z157Z8,0
277,ID_WCOFW9E6VS,0
278,ID_EW0IXKFOBZ,1
279,ID_0ZWAMBF8B2,2
280,ID_XX59PCNPXD,0
281,ID_3B8E9ISE3P,0
282,ID_03727W0MC4,0
283,ID_3T5C74N42K,0
284,ID_X8CO98T3L0,0
285,ID_BIXXIJTPXP,0
286,ID_KECXUL8JYW,0
287,ID_MZIE7YG0F7,1
288,ID_P1OJLPW8XL,0
289,ID_EPOXJ6ECJ4,0
290,ID_8DCXZ0USBD,0
291,ID_WDE15N7OXO,0
292,ID_5KNIV1DAMX,2
293,ID_7LE2YS7V6J,2
294,ID_DY24F12X06,0
295,ID_KSWNN2IR35,1
296,ID_ZMAFY6KEUC,0
297,ID_QH1U34AUY4,0
298,ID_69LEXLHETC,1
299,ID_USW5TAWNUZ,1
300,ID_K3JJIS07EK,0
301,ID_N47GZRNRAG,0
302,ID_VXDY4FHLRP,0
303,ID_9BE8960FJL,1
304,ID_OMLNWV4VFB,0
305,ID_7UH9SPK95V,0
306,ID_62V32AN78K,0
307,ID_GR7CHYD4RX,2
308,ID_60AFAIABOE,1
309,ID_DRHEIY781F,2
310,ID_IF08PM83Z0,0
311,ID_N811ZYWSW1,1
312,ID_IF1QB8HY63,0
313,ID_0OHKUY76P3,1
314,ID_EUYJQII0A4,0
315,ID_HHAMBR4A1G,2
316,ID_KDD5KVG8AB,0
317,ID_G2AG1WJ62Y,0
318,ID_Z6JS0LZHU4,1
319,ID_L5RGE6LXKR,1
320,ID_PX8GVDJNLB,0
321,ID_086AP3PMIL,0
322,ID_H3UMBOMQJA,0
323,ID_UTHFB7ZD34,0
324,ID_JW8WVV4CLX,0
325,ID_6IQ7HKCBP5,0
326,ID_UQI068EHLM,2
327,ID_PHWEWK9RPS,0
328,ID_DJCLHWRJ3D,0
329,ID_236WRK9L72,0
330,ID_TLQL85OY5R,2
331,ID_2ZMOICAU33,0
332,ID_DY96L54KUD,1
333,ID_GNBMHF5EGI,0
334,ID_HNHINL8Q1M,1
335,ID_1VSECY1KKF,0
336,ID_2WKPZPMVAO,0
337,ID_HMOSMMQP3E,0
338,ID_DKRLXPKJXB,1
339,ID_1HJRQL0V2Q,0
340,ID_UAPFATRH5O,0
341,ID_0NQI2BEHK9,1
342,ID_YJ95DI7F2G,0
343,ID_7KP0DJ0CRJ,0
344,ID_0UQEETI5US,2
345,ID_NC02S3ZJV5,0
346,ID_YDO1GHVH54,0
347,ID_3WL69AZP0I,1
348,ID_26FNM4KEDD,1
349,ID_K5HW7HIZ8Z,0
350,ID_SU68YG0CSJ,1
351,ID_6OGY59VQTQ,0
352,ID_JO7XD8NM4J,2
353,ID_4DS4BRDC29,0
354,ID_OHKH74RTHC,0
355,ID_3WK6IJAX09,2
356,ID_UPH2N0H8PR,0
357,ID_N3XT5VZVTF,1
358,ID_C6OLW8II0K,1
359,ID_2P71PF7HLB,0
360,ID_CHFTVX2Y0M,2
361,ID_XG3JGAEYEX,0
362,ID_O23G52G2FX,0
363,ID_0G12D04HVM,0
364,ID_98AZLYMD4L,0
365,ID_EKSBWV3MR2,2
366,ID_HD63PHPQPA,0
367,ID_SFP4Y1G9IO,0
368,ID_7T54GI1VYL,0
369,ID_TTB8LXA2GF,0
370,ID_XPPEWL1XG0,0
371,ID_U5WMZI9G2S,0
372,ID_LH5LH6P647,0
373,ID_2ZXMBLWCG0,0
374,ID_ATS4R23BDA,0
375,ID_G19XIDVJ2W,0
376,ID_FM721406RN,0
377,ID_G9T8P3HSO2,0
378,ID_6QZ6SQ3HR0,2
379,ID_CO3RO5UR5K,0
380,ID_KTF4ZUDOCJ,0
381,ID_L10KHQC51X,0
382,ID_9TI9JZYTQB,2
383,ID_CK3V9N09UE,0
384,ID_3PJ0V6N01U,0
385,ID_370S3WEH2Z,2
386,ID_JDRX7GLY0O,0
387,ID_W80R5Q47NC,1
388,ID_PAJ3P1PQ1F,0
389,ID_WURPX189ZS,0
390,ID_RIJ1GSZTFV,0
391,ID_44IL4W4K9Z,0
392,ID_GAFRKNYNNT,0
393,ID_1NC7QS9M35,1
394,ID_TP9IBERYZ0,2
395,ID_1YQL35K8AZ,0
396,ID_ROG4V86QE4,0
397,ID_BLR44DDHDR,0
398,ID_6H8APWUMR5,1
399,ID_NCSJQB239G,0
400,ID_TCYW29KYBD,0
401,ID_HBZVQWS43C,0
402,ID_6VI2TPDFD3,0
403,ID_KNRNFBC7DX,0
404,ID_2W4M6G7S4I,0
405,ID_LSFEOBPVTD,1
406,ID_79K26OB7U8,2
407,ID_6X1EVKH38X,0
408,ID_DS9BA5PH1L,2
409,ID_4YGX1146NI,1
410,ID_LXREYX07TU,0
411,ID_BS36XHR5ZB,0
412,ID_Q6L6OPEC8D,0
413,ID_I7YSTOHEGI,0
414,ID_LV71T4LUCS,1
415,ID_88L7YA0VZ8,1
416,ID_JRGJG4LJ62,0
417,ID_8ZXFPISDKK,0
418,ID_LK0REVB9H2,1
419,ID_Y3FGPEBJQA,0
420,ID_OD9CI8LQW0,0
421,ID_CK18RHBD1L,0
422,ID_OE122AZHYB,0
423,ID_U1PYOL29H4,1
424,ID_VVJT982D70,0
425,ID_AQBXGMGCC0,0
426,ID_8SC8HE2EXS,0
427,ID_GLJ0FA980W,0
428,ID_GLQGLSCPBL,0
429,ID_0NP70FINZG,0
430,ID_QIQLQK3C00,0
431,ID_MR42MGZJA7,1
432,ID_ND2SJ6SKFH,0
433,ID_J9GBN59RU9,1
434,ID_Z1PESZ0S7Q,1
435,ID_OKFTQVX8G7,1
436,ID_6Z8JQMDO7N,0
437,ID_I1WPYQ4HN4,0
438,ID_R5A4DXWHG2,0
439,ID_XPOPS8L2ZZ,1
440,ID_SJY1LK0U6X,0
441,ID_926Z8C116Q,0
442,ID_KDIQF1TOZE,0
443,ID_6FC2TI3T9J,0
444,ID_7EL28TPXP7,0
445,ID_VPH3QBZ7IC,0
446,ID_8MJW0IFV9X,0
447,ID_RMN0TMUTH6,0
448,ID_XN3GB0KYKE,1
449,ID_3SDMMX1263,1
450,ID_3TZODER9GS,2
451,ID_L6XAOM7N73,0
452,ID_V2PSLTNWIP,0
453,ID_BCRDK3W4ON,2
454,ID_SRFO48U1WV,0
455,ID_OHYEZJVPZE,1
456,ID_7B1TDZA80N,0
457,ID_H4L7LQY5BE,0
458,ID_76UF84ELKS,1
459,ID_UYKNOLTZH1,0
460,ID_705DWADNQY,0
461,ID_NUZ4PX8WYL,1
462,ID_6OT61UOMXT,0
463,ID_L8GHBK0F3J,2
464,ID_B5ZOLNS677,0
465,ID_GJRK17ZLST,0
466,ID_GP9U67DPC6,0
467,ID_I3GFCW107R,0
468,ID_COGF4RVZUG,0
469,ID_H6CDJKO2N9,0
470,ID_HKM5BXQ54L,1
471,ID_JAP8SY2ZD2,1
472,ID_W2NCACU5LB,2
473,ID_K3FM3PEN4I,0
474,ID_BA4T6K8FDF,0
475,ID_WBV78I0NJ6,2
476,ID_HL5R9UWMBA,2
477,ID_VK3H1N1YI1,0
478,ID_WSSP0UCIIU,0
479,ID_1WZLE8EDID,0
480,ID_9BRQRNZ1KF,1
481,ID_ULAP1HXFMA,0
482,ID_ER3VH81QHS,0
483,ID_ZGG4222U0E,0
484,ID_SWLFFZ6YL9,0
485,ID_5TJE1JOEXH,0
486,ID_GAZVXLP82U,0
487,ID_B9YDTO5QLR,2
488,ID_HY4QRURBT4,0
489,ID_D4VU87WH7T,0
490,ID_8POKTCAYC2,0
491,ID_Y35B85TXBD,0
492,ID_JQ6JH91IH5,2
493,ID_EGPNTMG2H0,1
494,ID_42QKI2FSEL,2
495,ID_X6Y7RA2JBF,0
496,ID_ZM0JDUWMV1,1
497,ID_3T1EXT9J9P,2
498,ID_HQ6RCTQ2MK,0
499,ID_MFSOOPL62L,0
500,ID_G8ST63R4BR,2
501,ID_DCSCP5DAP4,0
502,ID_X0PJJLHXR9,1
503,ID_A4FWN2T2B0,1
504,ID_3EMYOB3NTH,0
505,ID_OGNJKPNMLM,0
506,ID_PFOEYDQXEI,0
507,ID_FWYG4DYXU7,0
508,ID_NV7F4FAEPE,2
509,ID_8MZHDQSP6I,0
510,ID_3GKQ2J9MJS,0
511,ID_J73YB2O7Y1,0
512,ID_2TGYO74SWC,0
513,ID_TYJ5EIPKFW,0
514,ID_2XZOFVRFL7,0
515,ID_OR0S1YXXT6,0
516,ID_SD4XU6Y6VH,0
517,ID_AFVH950N6Q,0
518,ID_TTQSLK8022,0
519,ID_34I0KQNZ6H,0
520,ID_WN7XHDRXWV,0
521,ID_FE3BPTOFD0,0
522,ID_OXWBSIG0M1,0
523,ID_ZYNUBO0OEA,0
524,ID_FVTTCYQLGL,1
525,ID_5FBJ6UKZ5O,0
526,ID_KDGMHS1LW4,1
527,ID_YSF7OO52G6,2
528,ID_XP1J0DIWFJ,0
529,ID_3SBPT044PI,0
530,ID_4SZY9ARECG,0
531,ID_234I9M9SZJ,0
532,ID_KXV1PRS6JN,0
533,ID_3EGWHVX8UZ,0
534,ID_OZMA83JIKH,0
535,ID_RW4SIVTRAK,0
536,ID_KYZ3CSF6K5,1
537,ID_1N06RMFU2N,0
538,ID_ZYTC0GVL9V,0
539,ID_XZ4R8VRND8,0
540,ID_UUDHKOMPCA,0
541,ID_59AXDY82LE,0
542,ID_IBF38OP94K,0
543,ID_ZCPKY66E50,0
544,ID_0CMGMOTWWG,0
545,ID_PJYG6UXVAX,2
546,ID_C4R0ALW8KI,0
547,ID_OBKDWKJWY4,0
548,ID_IKYHST3L8P,0
549,ID_5UBFF5GXGJ,0
550,ID_CPOXVHFZXM,0
551,ID_P6UQSWUDFT,1
552,ID_FHS4BALTZR,0
553,ID_ANDFKM8NKA,0
554,ID_MX1P5YXT7G,0
555,ID_10BC04BY5J,0
556,ID_ZJKH5HXL1R,0
557,ID_MGV74QYVVL,1
558,ID_WCZ4BNDYDQ,1
559,ID_KOAGGUUGQY,1
560,ID_FVGRRE7YHN,0
561,ID_VU4GTUSXUX,0
562,ID_DBT1XYW4LQ,1
563,ID_5X5AHJ9DI8,1
564,ID_WN9Q21VVOH,2
565,ID_OW2GYGA729,0
566,ID_7YBBH24X09,0
567,ID_GXXRKV6JL8,2
568,ID_ZWRDFSMWQZ,0
569,ID_Z69LI2F4JL,0
570,ID_3GJI1H6Q4W,2
571,ID_MGK720U5K9,1
572,ID_M15NG67TH7,0
573,ID_GNOXPAPGII,0
574,ID_Q8TI9C5XZX,0
575,ID_Q8VP7AX890,0
576,ID_6FCCN1WBP7,1
577,ID_QO1G5S0WLE,0
578,ID_KN28LRJA2G,0
579,ID_5NGPBTZPZI,1
580,ID_PZ1XQDREFL,0
581,ID_T1FTPGJA68,0
582,ID_7JZP1HR9H3,0
583,ID_YOKIX4R7R1,2
584,ID_2NX52QK4P6,0
585,ID_6IHY7HX5GD,0
586,ID_SDGQWFW7ES,0
587,ID_PTDJAY7FJJ,1
588,ID_YZOZOHYBKJ,0
589,ID_OYDUEDNHH8,0
590,ID_FRU8I488KN,0
591,ID_Z28UL0XSLJ,0
592,ID_WH0HJ66KMB,0
593,ID_MQ8D5PYKX3,0
594,ID_YCY7SRWQN8,0
595,ID_4B9763LM8H,0
596,ID_T8IR76FN7O,0
597,ID_7DYQZVGMWZ,0
598,ID_EZPHM4RMID,0
599,ID_N1BBCKO4KH,1
600,ID_5EB83OLJF3,0
601,ID_1N9RIMYC79,0
602,ID_QV33MTBC3H,0
603,ID_UPQ38MVWV8,1
604,ID_39X7YLJGXN,1
605,ID_TWSXKG5VSP,2
606,ID_IABWG01Z8U,1
607,ID_O2ZQ2JMD3R,0
608,ID_2CNB6C20LR,0
609,ID_KL1RGUENNF,0
610,ID_OCKNNQIC4P,1
611,ID_K2L88R36VG,1
612,ID_VX0LGGA2MF,0
613,ID_3JMO0ELF2Q,0
614,ID_XYIYJBGBYV,0
615,ID_6EBQV3I3E5,0
616,ID_JIA21Z6VT5,0
617,ID_G5VRS16GD4,0
618,ID_CGYN8EPG4Y,0
619,ID_GW7XI7T2MQ,2
620,ID_RG8OATTXJM,0
621,ID_Q8ZZ9OXPQY,0
622,ID_AEVOO54U9C,1
623,ID_GMJR0TT6W7,2
624,ID_SI2TPARQZO,0
625,ID_FIS0WNS0EQ,1
626,ID_PUEIQJEITZ,0
627,ID_14QD7VDW2C,0
628,ID_QQ62XNKSKT,0
629,ID_SGZ696I4LK,0
630,ID_B69K5TDU1X,0
631,ID_3ABO7522QL,0
632,ID_G7GUXLDT9Z,1
633,ID_D8SPAGXJ15,1
634,ID_KXEJ4226SR,0
635,ID_61HRQP4GOV,0
636,ID_8QMOJJL5U8,2
637,ID_WDGI2MM87E,0
638,ID_AFIKTI4ZIJ,2
639,ID_9WBVJWUKQV,2
640,ID_L17HHZ7V9C,0
641,ID_VUEL1GIYX7,1
642,ID_Q8OUPAZ4US,0
643,ID_PGOGGIBW3A,1
644,ID_JCX1G1S45C,0
645,ID_VZ01ZQ3M5L,0
646,ID_1DSOBWJ9XR,1
647,ID_8QJBO09XA3,0
648,ID_3D0BOJCSNM,0
649,ID_ZQPWQT2EK5,0
650,ID_E9DNMEFJE6,1
651,ID_AOQJE7BBYF,0
652,ID_ZNV0DC90N1,0
653,ID_ZX2ZPYBD5P,0
654,ID_A51GX37K7R,2
655,ID_4DM91I22VT,0
656,ID_GDAW3MQTPT,1
657,ID_704A75L7VQ,0
658,ID_UAITAB7J22,2
659,ID_MK0GG2MXH5,1
660,ID_GWQEV57TPU,0
661,ID_D9MK3V9IOG,1
662,ID_ZNHDD7GZDS,0
663,ID_LAMEUQX5VM,0
664,ID_LZEPRJAAXA,0
665,ID_H35PEPZ58P,0
666,ID_ELYYHDQSVG,0
667,ID_NQ4Q6ODVFC,0
668,ID_WFFD5DCQIF,0
669,ID_LX2TAYH39Q,0
670,ID_EGLVE54MQT,0
671,ID_LLEYRBN5FU,0
672,ID_RXAT1W0EGD,0
673,ID_D3TT1QXGJL,0
674,ID_QQP1RSESWC,0
675,ID_Q273ODWGND,0
676,ID_8888R4FUN6,1
677,ID_J5ACQHJBVK,0
678,ID_EZMHSCASWG,1
679,ID_QE5NCOWSOD,1
680,ID_2GMM0T6YMG,1
681,ID_2ZF7RCV1GE,0
682,ID_EEHZGYY7IT,1
683,ID_XVEO048PU3,2
684,ID_MXZZ61XZPQ,1
685,ID_342D5NLM6B,1
686,ID_9RNAKAGMFO,0
687,ID_SISYQG1OIS,0
688,ID_5N0JVL371V,0
689,ID_AVL8V6HCWF,0
690,ID_8I0X5CKO5Y,1
691,ID_PV1I6MVW1R,0
692,ID_V482JKL12V,0
693,ID_5SFGPVNY5P,1
694,ID_JW9QHHBF79,0
695,ID_ZYDBEF5ES1,0
696,ID_Z5XUKL05GO,0
697,ID_V5Q2IXKRGF,0
698,ID_FYGVP8VEZ3,0
699,ID_DIQZUFSIJX,0
700,ID_BO3YU245SA,1
701,ID_V6SBEARWQH,0
702,ID_46LMI5MWIS,0
703,ID_H7OQRTWWN2,0
704,ID_Z2XMRG8IOT,2
705,ID_WCM2TN5124,0
706,ID_3SXTCNNHPJ,0
707,ID_UVN7QOLKP6,0
708,ID_CA75MWDDPG,0
709,ID_QD5LE668EH,1
710,ID_21805Q7X8O,0
711,ID_YIYL4HBKT4,0
712,ID_Q1XRHNPI1A,0
713,ID_XHMKJBR6LZ,0
714,ID_BIA1A8P7MK,0
715,ID_D4OVV031PW,0
716,ID_9R2Z5R2YDI,0
717,ID_HSWCCNYCJU,0
718,ID_EWK2N4OQIL,1
719,ID_V2M3N5XZFA,0
720,ID_D8ZIGSO1G8,0
721,ID_UU0MKZ5PY6,0
722,ID_K5779LY82Y,0
723,ID_77W9I9RJLD,0
724,ID_L1L7HJNB7D,0
725,ID_RQ0CH0GRKO,0
726,ID_Z80EYOXMBM,0
727,ID_638GV4XZNQ,2
728,ID_H3QS7ONJME,0
729,ID_CR9KZQDDOM,0
730,ID_NL6B3XTHMP,2
731,ID_L8MLFE4GUI,0
732,ID_965W12BQWM,0
733,ID_SPM6XSEJJK,0
734,ID_47S7869ACB,0
735,ID_MDSQEN6VIW,0
736,ID_76LQ32T6UZ,0
737,ID_M7QMJ35SYV,1
738,ID_6ZTDOA5825,0
739,ID_XYJBX1ZWCX,0
740,ID_0AYZBIFDIN,1
741,ID_AEFFQEONDH,2
742,ID_E8G037WS1I,1
743,ID_B5534DBRM9,2
744,ID_20G6BAKMOL,2
745,ID_4IZV038FU8,2
746,ID_YTHVGFUCM4,0
747,ID_3KGOJT5PC9,0
748,ID_614TLP8962,0
749,ID_4UI91WFZKH,0
750,ID_1HKOCP4MUU,0
751,ID_70YXGG0V6J,0
752,ID_P3HH4PZKJT,0
753,ID_U5WCYZTUTO,0
754,ID_82Y4GE73JK,0
755,ID_X72ZY6RDOA,0
756,ID_2ZGMRULYG3,0
757,ID_UGOVXH584F,0
758,ID_PQE3VT2L51,1
759,ID_EW79U4WLY2,2
760,ID_L7CH131E3N,1
761,ID_MSJEIKMPYM,1
762,ID_Z2I79VNWUO,1
763,ID_XFJN6MAADQ,0
764,ID_8C593PDZIX,0
765,ID_DGBKI8NFXF,0
766,ID_JAU1W5J2IO,2
767,ID_YJ4IQP2QQ1,0
768,ID_MPKB2P9DE1,0
769,ID_GT3TE0SICQ,0
770,ID_22XW8R3M8A,0
771,ID_WR0BAACUWS,0
772,ID_B4ROKV0TMO,0
773,ID_4AFTTQDY0X,1
774,ID_WUOWWQQ7GX,1
775,ID_RD8PVM97JE,0
776,ID_AE7RAM2AWX,0
777,ID_NJ5GXEHLTS,2
778,ID_IHEUV09KGY,0
779,ID_TIIZM8U7LX,1
780,ID_XIFITTUJ1L,2
781,ID_9FQOGW2US6,0
782,ID_5QV0RBYK1X,0
783,ID_LMWHNEKIAW,2
784,ID_5J18Z0YTVH,1
785,ID_V50JDFFVEL,0
786,ID_0QDQHS544E,0
787,ID_FEE0WH8W6K,0
788,ID_S5FZB8IU8S,1
789,ID_LIJNZ528DJ,0
790,ID_8GX1HHPPXL,0
791,ID_L846H1SZ2K,0
792,ID_70U9EMGW60,1
793,ID_CUJ68GXMQ7,2
794,ID_E1OK7Q8M5E,0
